Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, float, float>::~binary_evaluator()
  0.00      3.86     0.00        3     0.00     0.00  void Eigen::internal::resize_if_allowed<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, float, float>(Eigen::Matrix<float, -1, -1, 0, -1, -1>&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const&, Eigen::internal::assign_op<float, float> const&)
  0.00      3.86     0.00        3     0.00     0.00  void Eigen::internal::check_for_aliasing<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const&)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::variable_if_dynamic<long, 1>::variable_if_dynamic(Eigen::internal::variable_if_dynamic<long, 1> const&)
  0.00      3.86     0.00        3     0.00     0.01  Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>, 3, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>&)
  0.00      3.86     0.00        3     0.00     0.01  void Eigen::internal::call_assignment_no_alias<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, Eigen::internal::assign_op<float, float> >(Eigen::Matrix<float, -1, -1, 0, -1, -1>&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const&, Eigen::internal::assign_op<float, float> const&)
  0.00      3.86     0.00        3     0.00     0.01  void Eigen::internal::call_dense_assignment_loop<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, Eigen::internal::assign_op<float, float> >(Eigen::Matrix<float, -1, -1, 0, -1, -1>&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const&, Eigen::internal::assign_op<float, float> const&)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::checkTransposeAliasing_impl<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>, false>::run(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const&)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::manage_caching_sizes_helper(long, long)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>::generic_dense_assignment_kernel(Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >&, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> > const&, Eigen::internal::assign_op<float, float> const&, Eigen::Matrix<float, -1, -1, 0, -1, -1>&)
  0.00      3.86     0.00        3     0.00     0.00  void Eigen::internal::unaligned_dense_assignment_loop<false>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>&, long, long)
  0.00      3.86     0.00        3     0.00     0.00  void Eigen::internal::unaligned_dense_assignment_loop<true>::run<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0> >(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>&, long, long)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::evaluator(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const&)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::~evaluator()
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >::evaluator(Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const&)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >::~evaluator()
  0.00      3.86     0.00        3     0.00     0.00  Eigen::DenseBase<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >::DenseBase()
  0.00      3.86     0.00        3     0.00     0.00  Eigen::DenseBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::colwise()
  0.00      3.86     0.00        3     0.00     0.00  Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1>::Replicate(Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const&)
  0.00      3.86     0.00        3     0.00     0.00  Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::cwiseMax(float const&) const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> const Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::cwiseMax<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > >(Eigen::MatrixBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > > const&) const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::lhs() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::rhs() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::cols() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::rows() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const>::functor() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::cols() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> >::rows() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::internal::member_sum<float>, 0>::cols() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >, Eigen::internal::assign_op<float, float>, 0>::size() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::EigenBase<Eigen::CwiseBinaryOp<Eigen::internal::scalar_max_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> > const> >::derived() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::EigenBase<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0> >::derived() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::EigenBase<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1>, Eigen::internal::member_sum<float>, 0> >::derived() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1>::nestedExpression() const
  0.00      3.86     0.00        3     0.00     0.00  Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1>::nestedExpression() const
  0.00      3.86     0.00        3     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_get_Tp_allocator()
  0.00      3.86     0.00        2     0.00     0.00  MaxPooling::init()
  0.00      3.86     0.00        2     0.00     0.00  MaxPooling::MaxPooling(int, int, int, int, int, int)
  0.00      3.86     0.00        2     0.00     0.00  MaxPooling::~MaxPooling()
  0.00      3.86     0.00        2     0.00     0.00  MaxPooling::~MaxPooling()
  0.00      3.86     0.00        2     0.00     0.00  FullyConnected::set_parameters(std::vector<float, std::allocator<float> > const&)
  0.00      3.86     0.00        2     0.00     0.00  FullyConnected::init()
  0.00      3.86     0.00        2     0.00     0.01  FullyConnected::forward(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&)
  0.00      3.86     0.00        2     0.00     0.00  FullyConnected::FullyConnected(int, int)
  0.00      3.86     0.00        2     0.00     0.00  FullyConnected::~FullyConnected()
  0.00      3.86     0.00        2     0.00     0.00  FullyConnected::~FullyConnected()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::MatrixBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::operator+=<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >(Eigen::MatrixBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> > const&)
  0.00      3.86     0.00        2     0.00     0.00  Eigen::MatrixBase<Eigen::Product<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0> >::MatrixBase()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::MatrixBase<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >::MatrixBase()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::MatrixBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> const> >::MatrixBase()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::MatrixBase<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::MatrixBase()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::ProductImpl<Eigen::Transpose<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0, Eigen::Dense>::ProductImpl()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::DenseStorage<float, -1, 1, -1, 1>::resize(long, long, long)
  0.00      3.86     0.00        2     0.00     0.00  Eigen::DenseStorage<float, -1, 1, -1, 1>::DenseStorage()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::DenseStorage<float, -1, 1, -1, 1>::~DenseStorage()
  0.00      3.86     0.00        2     0.00     0.00  Eigen::Matrix<float, -1, -1, 0, -1, -1>& Eigen::VectorwiseOp<Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>::operator+=<Eigen::Matrix<float, -1, 1, 0, -1, 1> >(Eigen::DenseBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> > const&)
  0.00      3.86     0.00        2     0.00     0.00  Eigen::CwiseBinaryOp<Eigen::internal::scalar_difference_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const>::CwiseBinaryOp(Eigen::CwiseBinaryOp<Eigen::internal::scalar_difference_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const> const&)
